PAPER_ID,GPTZERO,TITLE,DISCIPLINE,PAPER_TYPE,STUDENT_LEVEL,SEX,NATIVENESS,TEXTUAL_FEATURES
LIN.G0.11.1,H,Review of Muniz: Ebonics And Tex-Mex - English By Any Other Name,Linguistics,Critique/Evaluation,Final Year Undergraduate,Female,NS, 
LIN.G1.06.4,H,Critique of Landau's Explanation of Super-Equi,Linguistics,Critique/Evaluation,First Year Graduate,Female,NS, 
LIN.G2.02.1,H,Meng- and Wh- Movement in Malay / Indonesian: Review of Cole & Hermon 1998,Linguistics,Critique/Evaluation,Second Year Graduate,Female,NS,"Tables, graphs or figures,  Reference to sources"
LIN.G0.01.2,H,Language Lesson Plan,Linguistics,Proposal,Final Year Undergraduate,Female,NS,"Tables, graphs or figures"
LIN.G0.10.1,H,Assignment 2: ESL Lesson Plan,Linguistics,Proposal,Final Year Undergraduate,Female,NS, 
LIN.G1.06.2,H,Perceptions of Speaker in Computer-Mediated Communication,Linguistics,Proposal,First Year Graduate,Female,NS, 
LIN.G2.01.2,H,A Dynamic POS-Tagging-Learned Approach of Chinese WSD,Linguistics,Proposal,Second Year Graduate,Female,NNS (L1: Mandarin),"Definitions,  Methodology section,  Tables, graphs or figures,  Reference to sources"
LIN.G0.05.1,HPAI/LP,The Genre Set for Synchronized Swimmers: A Discourse Analysis at Michigan,Linguistics,Report,Final Year Undergraduate,Female,NS, 
LIN.G0.06.1,H,Distinctive Features of Indo-Pakistani English,Linguistics,Report,Final Year Undergraduate,Male,NS,Reference to sources
LIN.G0.06.3,H,Using Limericks in English Language Teaching,Linguistics,Report,Final Year Undergraduate,Male,NS, 
LIN.G0.07.2,H,Age and Input: Which is More Important in Language Learning?,Linguistics,Report,Final Year Undergraduate,Female,NS,"Problem-solution pattern,  Reference to sources"
LIN.G0.07.3,H,Morphological Deficits in Children with Specific Language Impairment,Linguistics,Report,Final Year Undergraduate,Female,NS,Reference to sources
LIN.G0.09.1,H,Writing About Portrait Paintings: A Discourse Analysis,Linguistics,Report,Final Year Undergraduate,Female,NS,Reference to sources
LIN.G0.13.1,H,Narrative Initiation in Personal Versus Co-Constructed Narratives,Linguistics,Report,Final Year Undergraduate,Female,NS,"Literature review section,  Reference to sources"
LIN.G1.02.2,H,Give Me a Break!  The English Double Object Construction,Linguistics,Report,First Year Graduate,Male,NS,"Tables, graphs or figures,  Reference to sources"
LIN.G1.06.3,H,Variation in Existential Constructions,Linguistics,Report,First Year Graduate,Female,NS,Reference to sources
LIN.G2.01.1,H,On Question Operators in Chinese Wh-multiple Questions,Linguistics,Report,Second Year Graduate,Female,NNS (L1: Mandarin),"Discussion of results section,  Literature review section,  Reference to sources"
LIN.G2.01.3,H,Reviewing 'On Sense and Reference',Linguistics,Report,Second Year Graduate,Female,NNS (L1: Mandarin),"Tables, graphs or figures,  Reference to sources"
LIN.G3.01.1,H,Conversation as a 'Collaborative Achievement',Linguistics,Report,Third Year Graduate,Female,"NNS (L1: Cantonese, Mandarin)", 
LIN.G3.01.2,H,'Lazy Pronunciation' and the Ideologies of Cantonese Standardization,Linguistics,Report,Third Year Graduate,Female,"NNS (L1: Cantonese, Mandarin)","Problem-solution pattern,  Literature review section,  Reference to sources"
LIN.G0.01.1,H,Interlanguage Analysis Project,Linguistics,Research Paper,Final Year Undergraduate,Female,NS,"Methodology section,  Discussion of results section"
LIN.G0.03.1,H,"Attitudes towards and Frequency of Multiple Hedging in Written Academic
                    English",Linguistics,Research Paper,Final Year Undergraduate,Female,NS,"Methodology section,  Definitions,  Discussion of results section,  Literature review section,  Reference to sources"
LIN.G0.04.1,H,Instant Messaging: R U Ready 4 It?,Linguistics,Research Paper,Final Year Undergraduate,Female,NNS (L1: Korean),"Problem-solution pattern,  Discussion of results section,  Reference to sources"
LIN.G0.07.1,H,Announcements of Self-Repair in Micase: an Analysis,Linguistics,Research Paper,Final Year Undergraduate,Female,NS,"Methodology section,  Tables, graphs or figures,  Discussion of results section,  Reference to sources"
LIN.G0.08.1,H,Nicaraguan Sign Language: The Role of Adult Input in the Formation and Development of a Unique Creole,Linguistics,Research Paper,Final Year Undergraduate,Female,NS,"Abstract,  Discussion of results section,  Literature review section,  Reference to sources"
LIN.G0.10.2,H,The Distribution of Anaphoric 'So' in Micase,Linguistics,Research Paper,Final Year Undergraduate,Female,NS,"Methodology section,  Tables, graphs or figures,  Discussion of results section,  Reference to sources"
LIN.G1.01.1,H,Recognizing Textual Entailment With a Modified BLEU Algorithm,Linguistics,Research Paper,First Year Graduate,Male,NS,"Abstract,  Tables, graphs or figures,  Discussion of results section,  Methodology section,  Definitions,  Problem-solution pattern,  Reference to sources"
LIN.G1.01.2,H,An Analysis of Vowel Variation in Vlach,Linguistics,Research Paper,First Year Graduate,Male,NS,"Methodology section,  Discussion of results section,  Tables, graphs or figures"
LIN.G1.01.3,H,"Vlach Affricates, Stops, and Fricatives",Linguistics,Research Paper,First Year Graduate,Male,NS,"Methodology section,  Discussion of results section,  Tables, graphs or figures"
LIN.G1.01.4,H,Vlach Stress,Linguistics,Research Paper,First Year Graduate,Male,NS,"Methodology section,  Discussion of results section,  Tables, graphs or figures"
LIN.G1.01.5,H,The Role of Pitch in the Perception of Vlach Stressed Syllables,Linguistics,Research Paper,First Year Graduate,Male,NS,"Methodology section,  Discussion of results section,  Tables, graphs or figures"
LIN.G1.05.1,H,Stress in Hawaiian,Linguistics,Research Paper,First Year Graduate,Male,NS,"Tables, graphs or figures,  Problem-solution pattern,  Discussion of results section,  Literature review section,  Reference to sources"
LIN.G1.06.1,H,German Fricatives,Linguistics,Research Paper,First Year Graduate,Female,NS,"Methodology section,  Discussion of results section,  Tables, graphs or figures"
LIN.G2.03.1,H,A CVX theory of Dutch Syllable Structure,Linguistics,Research Paper,Second Year Graduate,Male,NS,"Abstract,  Tables, graphs or figures,  Discussion of results section,  Methodology section,  Problem-solution pattern,  Literature review section,  Reference to sources"
LIN.G3.02.1,H,A Multi-lingual Segmenter by Using Viterbi Algorithm,Linguistics,Research Paper,Third Year Graduate,Female,NNS (L1: Mandarin),"Abstract,  Discussion of results section,  Methodology section,  Problem-solution pattern,  Literature review section,  Reference to sources"
LIN.G0.06.2,H,A Short Critique of Urdu Teaching Materials,Linguistics,Response Paper,Final Year Undergraduate,Male,NS, 
LIN.G0.14.1,H,My Service Learning Experience,Linguistics,Response Paper,Final Year Undergraduate,Female,NS, 
MEC.G0.03.1,H,Manufacturing System Design for a Car Assembly Process,Mechanical Engineering,Proposal,Final Year Undergraduate,Male,NS,"Abstract,  Methodology section,  Tables, graphs or figures"
MEC.G1.02.1,H,Autobody structure mini project,Mechanical Engineering,Proposal,First Year Graduate,Male,NNS (L1: Korean),"Tables, graphs or figures,  Problem-solution pattern,  Discussion of results section"
MEC.G1.04.1,H,Product Development in a Competitive Global Environment,Mechanical Engineering,Proposal,First Year Graduate,Male,NNS (L1: Marathi),"Problem-solution pattern,  Tables, graphs or figures"
MEC.G0.06.1,HPAI/LP,Safety Shield Test Fixture,Mechanical Engineering,Report,Final Year Undergraduate,Male,NS,"Abstract,  Methodology section,  Discussion of results section,  Tables, graphs or figures,  Reference to sources"
MEC.G0.08.4,H,2D Flow through Channel with Step for 6 k-epsilon Models in Fluent,Mechanical Engineering,Report,Final Year Undergraduate,Male,NS,"Methodology section,  Discussion of results section,  Tables, graphs or figures"
MEC.G0.11.1,H,ME395 - Aluminum Toughness Testing Lab Report,Mechanical Engineering,Report,Final Year Undergraduate,Female,NS,"Methodology section,  Discussion of results section,  Tables, graphs or figures,  Reference to sources"
MEC.G0.12.1,H,Attitude Control Report,Mechanical Engineering,Report,Final Year Undergraduate,Female,NS,"Tables, graphs or figures"
MEC.G1.03.1,H,Detection and Avoidance of Pedestrians: Literature Review,Mechanical Engineering,Report,First Year Graduate,Female,NS,"Problem-solution pattern,  Reference to sources"
MEC.G1.05.2,H,A Discussion of Research into Cyclic Flow Variations in Internal Combustion Engines,Mechanical Engineering,Report,First Year Graduate,Female,NNS (L1: Malayalam),"Discussion of results section,  Literature review section,  Reference to sources"
MEC.G1.08.1,H,Multiphase Flow Final Project,Mechanical Engineering,Report,First Year Graduate,Female,NS,"Tables, graphs or figures,  Problem-solution pattern,  Discussion of results section,  Reference to sources"
MEC.G1.09.1,HPAI/LP,Water Irrigation Pump Final Report,Mechanical Engineering,Report,First Year Graduate,Female,NNS (L1: Hindi),"Abstract,  Tables, graphs or figures,  Discussion of results section,  Methodology section,  Definitions,  Problem-solution pattern,  Reference to sources"
MEC.G3.02.1,H,A Pressure Dependent Plasticity Model of Nitinol,Mechanical Engineering,Report,Third Year Graduate,Male,NS,"Tables, graphs or figures,  Methodology section,  Problem-solution pattern,  Discussion of results section,  Reference to sources"
MEC.G3.03.1,H,Stretchable Electronics,Mechanical Engineering,Report,Third Year Graduate,Male,NNS (L1: Hindi),"Literature review section,  Reference to sources"
MEC.G0.02.1,H,Report on Vapor Compression Cycle Training Cart Testing,Mechanical Engineering,Research Paper,Final Year Undergraduate,Male,NS,"Methodology section,  Problem-solution pattern,  Discussion of results section,  Reference to sources"
MEC.G0.04.1,H,Thermoelectric Waste Heat Recovery for a Toyota Prius,Mechanical Engineering,Research Paper,Final Year Undergraduate,Female,NS,"Abstract,  Tables, graphs or figures,  Discussion of results section,  Methodology section,  Definitions,  Problem-solution pattern,  Reference to sources"
MEC.G0.05.1,H,Design Modifications to Reduce Vibration on Electric Vehicle Drive Shaft,Mechanical Engineering,Research Paper,Final Year Undergraduate,Male,NS,"Tables, graphs or figures,  Problem-solution pattern,  Discussion of results section,  Reference to sources"
MEC.G0.07.1,H,Human Fall Monitoring Using MEMS Accelerometers,Mechanical Engineering,Research Paper,Final Year Undergraduate,Male,NS,"Abstract,  Tables, graphs or figures,  Discussion of results section,  Methodology section,  Problem-solution pattern,  Reference to sources"
MEC.G0.08.1,H,Fall-related hip fractures and injury avoidance maneuvers,Mechanical Engineering,Research Paper,Final Year Undergraduate,Male,NS,"Abstract,  Tables, graphs or figures,  Methodology section,  Discussion of results section,  Literature review section,  Reference to sources"
MEC.G0.08.2,H,Identification of Best Damping Material for Impact Vibrations through Solid Wood Flooring Using MEMS Accelerometer,Mechanical Engineering,Research Paper,Final Year Undergraduate,Male,NS,"Abstract,  Methodology section,  Discussion of results section,  Tables, graphs or figures,  Reference to sources"
MEC.G0.08.3,H,Modeled Flow Around a Swimmer and their Head to Evaluate TYR's Patented Design,Mechanical Engineering,Research Paper,Final Year Undergraduate,Male,NS,"Discussion of results section,  Tables, graphs or figures,  Reference to sources"
MEC.G0.08.5,H,Unsteady Flow Across Pipe,Mechanical Engineering,Research Paper,Final Year Undergraduate,Male,NS,"Tables, graphs or figures,  Discussion of results section"
MEC.G0.08.6,H,Investigation of a Microprocessor Chip Cooling System,Mechanical Engineering,Research Paper,Final Year Undergraduate,Male,NS,"Abstract,  Methodology section,  Discussion of results section,  Tables, graphs or figures,  Reference to sources"
MEC.G0.10.1,H,Predicting the Biomechanical Behavior of Aortic Tissue Using Constitutive Models,Mechanical Engineering,Research Paper,Final Year Undergraduate,Female,NNS (L1: Tamil),"Methodology section,  Discussion of results section,  Tables, graphs or figures,  Reference to sources"
MEC.G0.11.2,HPAI/LP,ME395 - Thermodynamic Performance of VCC Training Carts,Mechanical Engineering,Research Paper,Final Year Undergraduate,Female,NS,"Methodology section,  Discussion of results section,  Tables, graphs or figures,  Reference to sources"
MEC.G1.01.1,H,Energy Harvesting Using an Embedded Piezoelectric in a Bicycle Tire: Proof of Concept,Mechanical Engineering,Research Paper,First Year Graduate,Male,NS,"Methodology section,  Discussion of results section,  Literature review section,  Tables, graphs or figures,  Reference to sources"
MEC.G1.05.1,H,Turbulence in internal combustion engines,Mechanical Engineering,Research Paper,First Year Graduate,Female,NNS (L1: Malayalam),"Abstract,  Tables, graphs or figures,  Discussion of results section,  Methodology section,  Problem-solution pattern,  Reference to sources"
MEC.G1.06.1,H,Results of material properties testing for aluminum specimens,Mechanical Engineering,Research Paper,First Year Graduate,Male,NS,"Methodology section,  Discussion of results section,  Tables, graphs or figures,  Reference to sources"
MEC.G1.07.1,H,Anaylsis of midsize car,Mechanical Engineering,Research Paper,First Year Graduate,Male,NS,"Methodology section,  Discussion of results section,  Tables, graphs or figures"
MEC.G2.01.1,H,Simulation of Quantum Dot Formation Using Finite Element Method,Mechanical Engineering,Research Paper,Second Year Graduate,Male,NNS (L1: Chinese),"Abstract,  Methodology section,  Discussion of results section,  Tables, graphs or figures,  Reference to sources"
MEC.G2.03.1,H,Achieving 100% Renewable Electricity: A University of Michigan Case Study,Mechanical Engineering,Research Paper,Second Year Graduate,Male,NNS (L1: Hindi),"Abstract,  Tables, graphs or figures,  Discussion of results section,  Methodology section,  Problem-solution pattern,  Reference to sources"
MEC.G2.04.1,H,Provably Stable Walking Gaits for a 3-link Robot with Point Feet,Mechanical Engineering,Research Paper,Second Year Graduate,Male,NS,"Tables, graphs or figures,  Reference to sources"
MEC.G3.01.1,H,Feedforward and feedback control of lane keeping by the human driver,Mechanical Engineering,Research Paper,Third Year Graduate,Male,NNS (L1: Chinese),"Abstract,  Discussion of results section,  Tables, graphs or figures,  Reference to sources"
NRE.G0.02.1,H,The World Bank and IMF: Broken but Worth Fixing,Natural Resources & Environment,Argumentative Essay,Final Year Undergraduate,Male,NS, 
NRE.G0.03.1,H,Economics: One of the Many Components of Sustainability,Natural Resources & Environment,Argumentative Essay,Final Year Undergraduate,Male,NS, 
NRE.G0.11.1,H,Materials and the Environment,Natural Resources & Environment,Argumentative Essay,Final Year Undergraduate,Male,NS,"Abstract,  Problem-solution pattern,  Tables, graphs or figures,  Reference to sources"
NRE.G1.02.1,H,Uniformity in the Food System,Natural Resources & Environment,Argumentative Essay,First Year Graduate,Female,NS, 
NRE.G1.22.2,H,Paper review for Fluvial Ecosystems,Natural Resources & Environment,Argumentative Essay,First Year Graduate,Female,NS,Reference to sources
NRE.G1.31.1,H,Policy decision memo,Natural Resources & Environment,Argumentative Essay,First Year Graduate,Female,NNS (L1: Thai), 
NRE.G3.02.1,HPAI/LP,Policy Decision Memo,Natural Resources & Environment,Argumentative Essay,Third Year Graduate,Female,NS,Reference to sources
NRE.G0.04.1,SAI,The American Landscape: A Personal Reflection from a Bike Seat,Natural Resources & Environment,Creative Writing,Final Year Undergraduate,Female,NS,Reference to sources
NRE.G0.02.2,H,The New Green Revolution: Positive or Negative?,Natural Resources & Environment,Critique/Evaluation,Final Year Undergraduate,Male,NS, 
NRE.G0.02.3,H,Stiglitz and the UNDP: Differing Perspectives,Natural Resources & Environment,Critique/Evaluation,Final Year Undergraduate,Male,NS, 
NRE.G0.10.1,HPAI/LP,Acid Mine Drainage,Natural Resources & Environment,Critique/Evaluation,Final Year Undergraduate,Male,NS,"Abstract,  Literature review section,  Problem-solution pattern,  Discussion of results section,  Reference to sources"
NRE.G1.14.2,H,Executive Order on Off-Road Vehicle Use,Natural Resources & Environment,Critique/Evaluation,First Year Graduate,Female,NS, 
NRE.G2.01.1,H,The Future of Sustainability,Natural Resources & Environment,Critique/Evaluation,Second Year Graduate,Male,NS, 
NRE.G1.10.1,H,Food Web Ecology,Natural Resources & Environment,Proposal,First Year Graduate,Male,NS, 
NRE.G1.28.1,H,Garden Grant Proposal,Natural Resources & Environment,Proposal,First Year Graduate,Female,NS,"Abstract,  Tables, graphs or figures,  Methodology section,  Discussion of results section,  Literature review section,  Reference to sources"
NRE.G0.05.1,H,"The Role of Corporations in the American Public Health Crisis Over Nutrition, Diet, and Diet Related Diseases",Natural Resources & Environment,Report,Final Year Undergraduate,Female,NS,"Problem-solution pattern,  Tables, graphs or figures,  Reference to sources"
NRE.G0.06.1,HPAI/LP,Environmental Justice Movement in SE Asia & The US,Natural Resources & Environment,Report,Final Year Undergraduate,Male,NS,"Abstract,  Reference to sources"
NRE.G0.07.1,SAI,Nicotine as a Toxicant,Natural Resources & Environment,Report,Final Year Undergraduate,Female,NS,"Problem-solution pattern,  Tables, graphs or figures,  Reference to sources"
NRE.G0.08.1,H,Urban Planning Memo,Natural Resources & Environment,Report,Final Year Undergraduate,Female,NNS (L1: Vietnamese),"Tables, graphs or figures"
NRE.G0.09.1,H,Bear Valley Structural Analysis,Natural Resources & Environment,Report,Final Year Undergraduate,Female,NS,"Abstract,  Methodology section,  Tables, graphs or figures"
NRE.G1.01.1,H,Coal-to-Liquids Policy Memo,Natural Resources & Environment,Report,First Year Graduate,Male,NS,Reference to sources
NRE.G1.03.1,H,Emeral Ash Boror,Natural Resources & Environment,Report,First Year Graduate,Female,NS,"Tables, graphs or figures,  Reference to sources"
NRE.G1.04.1,H,Managing Conflicts in Agroforestry,Natural Resources & Environment,Report,First Year Graduate,Male,NS,Reference to sources
NRE.G1.05.1,H,Propoerty Rights and Decentralization of Forest Management in India,Natural Resources & Environment,Report,First Year Graduate,Male,NNS (L1: Hindi),"Tables, graphs or figures,  Reference to sources"
NRE.G1.06.1,H,Conflict Management: Maine's Moosehead Lake,Natural Resources & Environment,Report,First Year Graduate,Female,NS,Reference to sources
NRE.G1.07.1,H,Secondary Plant Compounds of Quaking Aspen (Populus tremuloides): A Review,Natural Resources & Environment,Report,First Year Graduate,Female,NS,"Tables, graphs or figures,  Reference to sources"
NRE.G1.08.1,H,Renewable Transportation Fuels - 2007 Energy Bill,Natural Resources & Environment,Report,First Year Graduate,Female,NS,Reference to sources
NRE.G1.09.1,H,Forest Stewardship Council Certification,Natural Resources & Environment,Report,First Year Graduate,Female,NS, 
NRE.G1.10.2,H,Assessment and Comparison of Five Different Michigan Streams,Natural Resources & Environment,Report,First Year Graduate,Male,NS, 
NRE.G1.11.1,H,Comparison of Five Michigan Streams,Natural Resources & Environment,Report,First Year Graduate,Female,NS,"Tables, graphs or figures"
NRE.G1.12.1,HPAI/LP,Renewable Energy Expert Report,Natural Resources & Environment,Report,First Year Graduate,Male,NS,"Definitions,  Tables, graphs or figures,  Reference to sources"
NRE.G1.14.1,H,The Northern Rockies Ecosystem Protection Act,Natural Resources & Environment,Report,First Year Graduate,Female,NS,Reference to sources
NRE.G1.15.1,H,Created Wetlands,Natural Resources & Environment,Report,First Year Graduate,Female,NS,"Definitions,  Tables, graphs or figures,  Reference to sources"
NRE.G1.15.2,H,Integrated Assessment Final,Natural Resources & Environment,Report,First Year Graduate,Female,NS,Problem-solution pattern
NRE.G1.16.1,H,Conflict Management: MBTA Term Paper,Natural Resources & Environment,Report,First Year Graduate,Female,NS,"Tables, graphs or figures,  Reference to sources"
NRE.G1.17.1,H,My Landscape Cultural History,Natural Resources & Environment,Report,First Year Graduate,Female,NS,"Tables, graphs or figures,  Reference to sources"
NRE.G1.18.2,SAI,Farmland Conversion in California,Natural Resources & Environment,Report,First Year Graduate,Male,NS,"Tables, graphs or figures,  Reference to sources"
NRE.G1.19.1,SAI,Offshore Drilling Issue Network,Natural Resources & Environment,Report,First Year Graduate,Male,NS,Reference to sources
NRE.G1.22.1,H,Species Conservation Lab Report,Natural Resources & Environment,Report,First Year Graduate,Female,NS,"Abstract,  Tables, graphs or figures,  Methodology section,  Definitions,  Discussion of results section,  Reference to sources"
NRE.G1.23.1,SAI,Snow Leopard Conservation,Natural Resources & Environment,Report,First Year Graduate,Female,NS,"Abstract,  Methodology section,  Tables, graphs or figures,  Discussion of results section,  Reference to sources"
NRE.G1.24.1,H,Global Warming and Vegetation Types,Natural Resources & Environment,Report,First Year Graduate,Male,NS,"Methodology section,  Tables, graphs or figures,  Reference to sources"
NRE.G1.24.2,H,Ancestral Roots Research Paper: The Farm,Natural Resources & Environment,Report,First Year Graduate,Male,NS,"Tables, graphs or figures,  Reference to sources"
NRE.G1.25.1,HPAI/LP,Arid Land Restoration,Natural Resources & Environment,Report,First Year Graduate,Female,NS,Reference to sources
NRE.G1.26.1,H,Issue Network,Natural Resources & Environment,Report,First Year Graduate,Female,NS,"Definitions,  Tables, graphs or figures,  Reference to sources"
NRE.G1.27.3,H,"Invasive species, Purple Loosestrife",Natural Resources & Environment,Report,First Year Graduate,Male,NS,Reference to sources
NRE.G1.29.1,H,Local people mobilization for China's Reforestation Project,Natural Resources & Environment,Report,First Year Graduate,Female,NNS (L1: Chinese),"Abstract,  Discussion of results section,  Reference to sources"
NRE.G1.30.1,H,Individual Exploratory: Yoga,Natural Resources & Environment,Report,First Year Graduate,Female,NS, 
NRE.G2.02.1,H,Brownfield Remediation and Community Revitalization,Natural Resources & Environment,Report,Second Year Graduate,Female,NS,"Abstract,  Methodology section,  Discussion of results section,  Reference to sources"
NRE.G2.03.1,H,A Critique of Minnesota's Lakeshore Development Policy,Natural Resources & Environment,Report,Second Year Graduate,Male,NS,"Problem-solution pattern,  Tables, graphs or figures,  Reference to sources"
NRE.G2.04.1,H,Degredation of the Mesoamerican Reef,Natural Resources & Environment,Report,Second Year Graduate,Female,NS,"Problem-solution pattern,  Tables, graphs or figures,  Reference to sources"
NRE.G2.05.1,H,From Sabotage to Sandwiches - The Transformation of Conflict in the Clackamas River Watershed,Natural Resources & Environment,Report,Second Year Graduate,Male,NS,Reference to sources
NRE.G2.08.1,H,Environmental improvement example,Natural Resources & Environment,Report,Second Year Graduate,Female,NNS (L1: Thai),Reference to sources
NRE.G0.01.1,H,Senior Honors Thesis: Factors influencing zooplankton community assemblage,Natural Resources & Environment,Research Paper,Final Year Undergraduate,Female,NS,"Abstract,  Methodology section,  Discussion of results section,  Reference to sources"
NRE.G0.03.2,H,Ecology Research Paper,Natural Resources & Environment,Research Paper,Final Year Undergraduate,Male,NS,"Abstract,  Tables, graphs or figures,  Methodology section,  Discussion of results section,  Literature review section,  Reference to sources"
NRE.G1.18.1,H,Sewage Treatment and the Need for Regulation,Natural Resources & Environment,Research Paper,First Year Graduate,Male,NS,"Abstract,  Methodology section,  Discussion of results section,  Tables, graphs or figures"
NRE.G1.20.1,H,GIS Multi-criteria Analysis Lab,Natural Resources & Environment,Research Paper,First Year Graduate,Male,NS,"Methodology section,  Discussion of results section,  Tables, graphs or figures,  Reference to sources"
NRE.G1.21.1,H,Conservation of Red Squirrel,Natural Resources & Environment,Research Paper,First Year Graduate,Female,NS,"Abstract,  Methodology section,  Discussion of results section,  Tables, graphs or figures,  Reference to sources"
NRE.G1.27.1,H,Dissolved Oxygen effected by pollution,Natural Resources & Environment,Research Paper,First Year Graduate,Male,NS,"Abstract,  Methodology section,  Discussion of results section,  Tables, graphs or figures"
NRE.G1.27.2,H,Florida Panther population stabilization tactics,Natural Resources & Environment,Research Paper,First Year Graduate,Male,NS,"Abstract,  Tables, graphs or figures,  Methodology section,  Definitions,  Discussion of results section,  Reference to sources"
NRE.G1.27.4,HPAI/LP,CO2 sequestration,Natural Resources & Environment,Research Paper,First Year Graduate,Male,NS,"Abstract,  Tables, graphs or figures,  Discussion of results section,  Methodology section,  Problem-solution pattern,  Reference to sources"
NRE.G2.07.1,H,Impact on atmospheric carbon dioxide levels: Sequestration vs. reduced emissions,Natural Resources & Environment,Research Paper,Second Year Graduate,Female,NS,"Abstract,  Methodology section,  Discussion of results section,  Tables, graphs or figures,  Reference to sources"
NRE.G3.01.1,H,Modeling Top-Down and Bottom-Up Effects on Estuarine Food Webs,Natural Resources & Environment,Research Paper,Third Year Graduate,Male,NS,"Methodology section,  Discussion of results section,  Tables, graphs or figures,  Reference to sources"
NUR.G0.01.1,H,Case Study Analysis of Emergency Contraception Can Reveal Characteristics of Society as a Whole,Nursing,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
NUR.G0.03.1,HPAI/LP,What Women Want: Comprehensive Contraceptive Coverage,Nursing,Argumentative Essay,Final Year Undergraduate,Female,NNS (L1: Tamil),Reference to sources
NUR.G0.04.1,SAI,Socially-Constructed Stress on Women's Health,Nursing,Argumentative Essay,Final Year Undergraduate,Female,NNS (L1: Mandarin), 
NUR.G0.15.1,HPAI/LP,Circumcision: Challenging a Social Norm,Nursing,Argumentative Essay,Final Year Undergraduate,Female,NS,"Problem-solution pattern,  Tables, graphs or figures,  Reference to sources"
NUR.G0.17.1,H,Children at the Expense of Our Health?,Nursing,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
NUR.G1.07.1,H,Value in Health Care,Nursing,Argumentative Essay,First Year Graduate,Female,NNS (L1: Bengali),Reference to sources
NUR.G0.12.1,SAI,An Aggregate-Based Diabetes Prevention Project,Nursing,Proposal,Final Year Undergraduate,Female,NS,"Discussion of results section,  Reference to sources"
NUR.G2.03.2,H,Bipolar disorder management plan,Nursing,Proposal,Second Year Graduate,Female,NNS (L1: Korean),"Definitions,  Methodology section,  Reference to sources"
NUR.G2.03.3,H,Integrated Literature Review and Proposal for Provide-Patient Interaction,Nursing,Proposal,Second Year Graduate,Female,NNS (L1: Korean),"Methodology section,  Discussion of results section,  Tables, graphs or figures,  Reference to sources"
NUR.G3.01.1,H,A Model to Test the Effectiveness of Standardized Nursing Terminologies in Electronic Medical Records,Nursing,Proposal,Third Year Graduate,Female,NS,"Methodology section,  Tables, graphs or figures,  Literature review section,  Reference to sources"
NUR.G3.06.1,H,Research protocol for dissertation research,Nursing,Proposal,Third Year Graduate,Female,NNS (L1: URDU),"Methodology section,  Tables, graphs or figures,  Discussion of results section"
NUR.G0.02.1,H,Family Paper: An Invitation into the World,Nursing,Report,Final Year Undergraduate,Female,NS,"Discussion of results section,  Tables, graphs or figures,  Reference to sources"
NUR.G0.05.1,HPAI/LP,High-Risk Antepartum Case Study,Nursing,Report,Final Year Undergraduate,Female,NS,Reference to sources
NUR.G0.06.1,SAI,Community Aggregate Paper,Nursing,Report,Final Year Undergraduate,Female,NS,"Tables, graphs or figures,  Problem-solution pattern,  Methodology section,  Discussion of results section,  Literature review section,  Reference to sources"
NUR.G0.07.1,H,Registered Nurse Satisfaction with Nurse Technician Delegation,Nursing,Report,Final Year Undergraduate,Female,NS,"Tables, graphs or figures,  Methodology section,  Discussion of results section,  Literature review section,  Reference to sources"
NUR.G0.08.1,H,Psychiatric Nursing Case Study,Nursing,Report,Final Year Undergraduate,Female,NS,Reference to sources
NUR.G0.09.1,H,Hand Hygiene Project ,Nursing,Report,Final Year Undergraduate,Female,NS,"Methodology section,  Discussion of results section,  Literature review section,  Reference to sources"
NUR.G0.10.1,H,Management Paper - Wound Documentation ,Nursing,Report,Final Year Undergraduate,Female,NS,Reference to sources
NUR.G0.11.1,SAI,Postpartum Exercise and Activity,Nursing,Report,Final Year Undergraduate,Female,NS,"Literature review section,  Reference to sources"
NUR.G0.14.1,H,Mother-to-Child Transmission of AIDS,Nursing,Report,Final Year Undergraduate,Female,NS,"Discussion of results section,  Literature review section,  Reference to sources"
NUR.G0.16.1,H,A Call For Change: Racial Disparities in Infant Mortality Rates,Nursing,Report,Final Year Undergraduate,Female,NS,Reference to sources
NUR.G1.01.1,H,The Critique of Bracht's Community Analysis,Nursing,Report,First Year Graduate,Female,NNS (L1: Mandarin),"Definitions,  Reference to sources"
NUR.G1.02.1,H,"Interrelationship of Theory, Research, & Practice",Nursing,Report,First Year Graduate,Female,NS,Reference to sources
NUR.G1.02.2,H,A Concept Analysis of Trust,Nursing,Report,First Year Graduate,Female,NS,"Definitions,  Literature review section,  Reference to sources"
NUR.G1.03.1,H,Effects of Environmental Manipulation in Congestive Heart Failure,Nursing,Report,First Year Graduate,Male,NS,"Tables, graphs or figures,  Reference to sources"
NUR.G1.04.1,H,Practice Paradigm in Nursing,Nursing,Report,First Year Graduate,Female,NNS (L1: Romanian),Reference to sources
NUR.G1.04.2,H,Practice Paradigm in Nursing: From Theory to Practice,Nursing,Report,First Year Graduate,Female,NNS (L1: Romanian),Reference to sources
NUR.G1.05.1,H,Autism and Vaccines: Where does the Evidence Stand?,Nursing,Report,First Year Graduate,Female,NS,"Literature review section,  Reference to sources"
